,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,55511,0,57552,0,0,0,0,0,30494,0,85721,0,0,0,0,8627,2890,8165,2824,1
1,6.67,0,55375,0,57637,0,0,0,0,0,30785,0,85891,0,0,0,0,8641,2920,8448,2680,1
2,7.07,0,55771,0,57621,0,0,0,0,0,30907,0,86468,0,0,0,0,8625,3008,8329,2837,1
3,7.47,0,55627,0,57323,0,0,0,0,0,30809,0,86010,0,0,0,0,8619,2931,8330,2745,1
4,7.87,0,56280,0,57422,0,0,0,0,0,30862,0,86125,0,0,0,0,8723,2816,8299,2866,1
5,8.27,0,55776,0,57487,0,0,0,0,0,31056,0,86724,0,0,0,0,8830,2986,8425,2850,1
6,8.67,0,56126,0,57299,0,0,0,0,0,30852,0,86622,0,0,0,0,8749,2958,8695,2813,1
7,9.07,0,56052,0,57416,0,0,0,0,0,30594,0,86389,0,0,0,0,8837,2948,8688,2920,1
8,9.47,0,55969,0,57229,0,0,0,0,0,30870,0,86229,0,0,0,0,8189,2846,8087,2746,1
9,9.87,0,55086,0,56174,0,0,0,0,0,30487,0,83224,0,0,0,0,4628,1627,4512,1595,1
10,9.97,0,54419,0,55114,0,0,0,0,0,30317,0,82257,0,0,0,0,3141,1057,3113,1070,1
11,10.07,0,53920,0,55231,0,0,0,0,0,30208,0,80215,0,0,0,0,1718,612,1747,628,1
12,10.17,0,53782,0,54963,0,0,0,0,0,30234,0,80405,0,0,0,0,659,234,701,267,1
13,10.27,0,53490,0,54172,0,0,0,0,0,30063,0,79550,0,0,0,0,145,100,257,145,1
14,10.37,0,53532,0,54475,0,0,0,0,0,30097,0,79484,0,0,0,0,340,155,446,210,1
15,10.47,0,53279,0,54617,0,0,0,0,0,30045,0,79974,0,0,0,0,1197,448,1225,492,1
16,10.57,0,53849,0,55621,0,0,0,0,0,30960,0,81241,0,0,0,0,2468,899,2480,887,1
17,10.67,0,54277,0,56080,0,0,0,0,0,30351,0,81873,0,0,0,0,4113,1386,3933,1359,1
18,10.77,0,54815,0,56010,0,0,0,0,0,30607,0,83186,0,0,0,0,5250,1817,5255,1744,1
19,11.07,0,55605,0,56793,0,0,0,0,0,30588,0,86044,0,0,0,0,7998,2702,7844,2624,1
20,11.47,0,55604,0,57155,0,0,0,0,0,30941,0,85678,0,0,0,0,8414,2960,8319,2676,1
21,11.87,0,56090,0,57592,0,0,0,0,0,30913,0,85368,0,0,0,0,8593,2876,8480,2839,1
22,12.27,0,56036,0,57729,0,0,0,0,0,31021,0,86204,0,0,0,0,8604,2894,8411,2867,1
23,12.67,0,55882,0,57142,0,0,0,0,0,31131,0,85624,0,0,0,0,8488,2975,8322,2821,1
24,13.07,0,56029,0,57056,0,0,0,0,0,30690,0,86457,0,0,0,0,8720,2840,8553,2843,1
25,13.47,0,56065,0,56939,0,0,0,0,0,30338,0,85691,0,0,0,0,8529,2835,8376,2788,1
26,13.87,0,55991,0,57002,0,0,0,0,0,30922,0,85872,0,0,0,0,8414,2839,8216,2881,1
27,14.27,0,55737,0,57363,0,0,0,0,0,30753,0,85721,0,0,0,0,8552,3027,8517,2747,1
